	text	emotion
77	最 贞洁 的 法律 ： 巴西 一项 法律 规定 ， 新婚 后 丈夫 发现 妻子 不是 处女 ， 十天 内 可以 退还给 娘家 ， 这项 法律 从 1916 年 一直 执行 到 2002 年	none
78	今晨 做 了 个 千钧一发 的 梦 ： 和 LG 穿越 倒计时 一分钟 捡 重要 东西 拿 ， 发现 儿子 没带 ； 抱上 儿子 穿越 ， 飞机 舱门 关闭 前 抢入 。 刚问 儿子 他会 带何 ， 答 曰 带 很多 书 。 又 问 爸爸 会 带何 ， 答 曰 iPad 。 呵呵 。	none
79	& amp ; amp ; lt ; 互动 话题 & amp ; amp ; gt ;   广东省 考 作弊 案 昨日 得到 教育 考试院 的 解释 ： 当时 作弊 考生 把 手机 放入 了 自己 随身携带 的 不锈钢 水杯 ， 检查人员 听到 金属 探测仪 报警 ， 误以为 是 金属 水杯 引起 ， 致使 陈某 蒙混过关 。 您 觉得 作弊 事件 年 年 查年 年 有 屡查 不禁 而且 一年 比 一年 手段 升级 ， 根本原因 在 哪儿 ？ 你 又 看到 过 哪些 作弊   现象 ？	none
80	一个 迟到 的 好消息 ： 从今年起 ， 可采 资源 基本 枯竭 的 黑龙江 大小兴安岭 林区 要 全面 停止 主伐 ， 内蒙古 大兴安岭 林区 要 大幅 调减 采伐量 ， 逐步 停止 天然林 主伐 。	happiness
81	有 概念 又 有 技术 ， 靠 谱 的 google 。 google 太强大 了 。	like
82	回复 @ 王毅敏 : 那 就是 媒体 假摔 。 与其说 地 不平 ， 实际 是 腿 一个 长 一个 短 。 / / @ 王毅敏 : 谁 说 房价 假摔 ， 根本 就 米 摔 ！ 总是 误导 ！ / / @ 陈宝存 : 回复   @ 夏强 : 西安 媒体 这般 扯 ? 都 是 谢国 跌 的 徒子 ?	disgust
83	回复 @ Carissa : 厕所 光线 好 ， 嘿嘿 ~ ~ ~ 不好意思 啦   亲爱 的   / / @ Carissa : 大姐 ， 别 在 厕所 拍 了	happiness
84	好 吧 ， 高考 最 搞笑 的 是 我 救 了 一个 同学 。 我 坐在 第一排 ， 他 在 我 后面 ， 我们 约定 最后 十五分钟 给 他 选择 答案 。 我 的 左脚 前 A 后 B ， 右脚 前 C 后 D ， 就 这样 他 的 了 300 多分 ， 那 是 他 平常 都 是 二百 零几 。 。 也 上 了 一个 不错 的 学校 那 。	happiness
85	我 发誓 一个月 不再 吃 M 记同 KFC ， 这个 月 我 已经 吃 了 快 二十 餐 了 ， 我 吃 的 要 吐 了 … 今天 换 了 个 酒店 ， 确实 比 昨天 那个 好 一点 ， 但是 楼下 什么 都 没有 ， 是 什么 都 没有 ， 看来 我 又 要 在 惠州 连续 吃 四天 的 M ， KFC 外卖 了 … 想 哭 … 但 很 庆幸 昨天 买 了 那么 多 水果 … 很 安慰 工作 时间 很少 ， 很 轻松 … 我 是 幸运 的 …	happiness
86	你 能 想象 在 一个 白痴 公司 ， 遇到 一个 脑子 有病 的 老板 ， 和 两个 不是 人类 所 能 想像到 的 女人 。 工作 只能 是 浮云 ， 因为 你 要 学会 叫 ， 那样 你 就 能 涨工资 了 。	disgust
87	英国 《 泰晤士报 高等教育 副刊 》 10 日 发布 2011 年 世界 大学 学术 声誉 排行榜 ， 美国 除 哈佛大学 位列 榜首 外 ， 一举 夺得 前 10 名中 的 ７ 席 ， 并 有 45 所 大学 进入 百强 。 （ 新华网 ）	none
88	推荐 IPhone 游戏 - - - Tiny   Wings 。 游戏 说明 ： 在 小鸟 进入 下坡 状态 的 时候 ， 按住 屏幕 可以 让 小鸟 进入 一种 加速 的 状态 。 当 小鸟 过 了 U 型坡 的 底部 开始 往坡 上 冲 的 时候 ， 松开 按住 的 手指 ， 就 能 为 小鸟 提供 上升 的 力量 。 通过 这样 的 反复 操作 ， 就 能 让 小鸟 飞得 更 高 更 远 了 。 。 很 好玩 ， 很 励志 ， ~ 强烈推荐 给 大家 。 [ 哈哈 ]	like
89	你 还是 一个 人 ， 偶尔 会 孤单 偶尔 会 难受 会想 有 个人 拥抱 ， 所以 你 还是 在 等 。 没关系 ， 你 一定 会 等到 的 。 你 一定 要 相信 ， 那个 人 也 在 经历 了 很多 之后 在 找 你 。 你 要 做 的 ， 就是 好好 照顾 自己 ， 让 自己 在 最好 的 状态 里 ， 遇到 最好 的 他 。	none
90	中午 花 了 三十块 洗车 ， 晚上 开 出去 的 时候 还 在 说 车子 洗 的 干干净净 ， 回家 的 时候 洒水车 近身 开过 ， 水压 大到 恐怖 ， 操 ， 那么 早 出来 洗个 懒觉 马路 ！	anger
91	家里 的 秘制 蛋炒饭 ， 火候 控制 出色 ， 采用 了 先 饭后 蛋 的 流程 ， 加入 葱花 、 香菜 、 榨菜 等 ， 配以 超级 好吃 的 腊 牛肉 ， 实在 是 超过 京城 任何 一家 湘菜 啊 ！	like
92	有 了 陈胜 、 吴广 起义 ， 秦朝 很快 完 了 ， 有 了 黄巾起义 ， 东汉 很快 完 了 ， 有 了 瓦岗军 起义 ， 隋朝 很快 完 了 ， 有 了 黄巢起义 ， 唐朝 很快 完 了 ， 有 了 红巾军 起义 ， 元朝 很快 完 了 ， 有 了 明末 农民起义 ， 明朝 很快 完 了 ， 有 了 辛亥革命 ， 清朝 很快 完 了 ， 有 了 秋收起义 ， 民国 很快 完 了 。 在 中国 ， 一个 政权 ， 若有 农民起义 ， 很快 完完 。	none
93	明天 是 6 月 11 日 星期六 ， 白天 雷阵雨 ， 最 高温 33 ℃ ， 无 持续 风向 ， 微风 ； 夜间 雷阵雨 ， 最低温 27 ℃ ， 无 持续 风向 ， 微风 。	none
94	祝您 : 一月 二月 福顺到 ； 三 四月 银如花 飘 ； 五月 龙船 载 棕到 ； 六月 年 半 如意 挑 ； 七月 恩爱 八月 好 ； 九月 康泰 十国傲 ； 十一 乐 赏菊 花俏 ； 十二 喜获 全年 笑 ！	like
95	遥 记得 当时 跟 许阁 同时 一位 候补 ， 许 大哥 赢 了 ， 然后 几周 过去 了 ， 人家 还是 第 5 。 榜上 都 没有 看到 那个 cha =   = SM 为什么 让 这个 么 不具 竞争力 的 歌去 争奖 呢 ？	none
96	NOVO 百货 ， 1 月 15 日 ， 轰动 西南 。 。 。 火力 发声 ！ ！ 我们 都 是 NOVO 控 ！ / / @ 王磊 ST0NE : 算上 我 一个 呗 ！ 就 不用 自我介绍 了 吧 ！ / / @ JACK _ NOVO 百货 : [ 给力 ]   [ 给力 ]   [ 给力 ]   [ 手套 ]	like
97	今天 删掉 了 很多 关注 ~ 爽 了 ~ 不用 满屏 充斥 着 垃圾 信息 ~ 哪位 童鞋 知道 怎样 删除 粉丝 ？ 不是 加入 黑名单 而是 真正 删掉 那种 ？ [ 挖 鼻屎 ]	happiness
98	这 几天 老有 客人 点冰 美式 ， 我 的 做法 是 ： 30MLILLY 特浓 直接 入 装入 冰块 的 杯子 里 ， 摇和后 滤入 冰 爱尔兰 玻璃杯 里 ， 口感 还是 不错 滴 ！	like
99	作为 综合型 地产商 的 杰出代表 ， 合 景泰 富 秉承 ＂ 以心筑家 ， 创建 未来 ＂ 的 信念 ， 把 用心 创建 城市 高素质 物业 作为 义不容辞 的 社会 责任 。 用 智慧 构筑 卓越 生活 ， 满足 人们 心目 中 的 居住 梦想 ， 做受 社会公众 尊敬 的 地产商 。 这 就是 合 景泰 富 地产 一直 追求 的 理想 和 始终 践行 的 承诺 。	like
100	啊 啊 ~ 果然 最 开心 的 就是 跟 自己 人 一起 外景 啊 合宿 啊 什么 的 啦 ~ 开心 ， 超 开心 ~ ！ 早上 兄弟 间 的 友爱 互动 神马 的 最好 了 ~ 对 · 吧 ~   那个 蓝色 头发 有着 法令 纹 的 抖 M 暴露狂 魔女 是 谁 啊 ！ 我 不 认识 不 认识 不 认识 啊 QAQ 嘤 嘤 嘤 ....	happiness
101	金希澈 这样 的 人 我 现实生活 中 还 真 没 遇到 过 。 明理 体贴 宽容 大度 , 非常 会 揣摩 和 理解 别人 的 心态 , 并且 永远 饱有 一颗 赤子之心 。 做 粉丝 有 一个 这样 的 爱 逗 真是 笑 也 值 哭 也 值 。	like
102	[ 抓狂 ]   群里 那 几个 海米 在 晒 成绩 ！ 本来 想起 歪密 票子 就 头疼 ， 她们 居然 在 这时候 晒 成绩 ！ [ 抓狂 ]   成绩 一个 比 一个 好 ， 搞 什么 啊 搞 ！ 压力 啊 ！ 都 是 年轻人 ， 为什么 别人 就 那么 出息 啊 ！ [ 泪 ]   我 就是 笑太早 了 ， 没能 笑 到 最后 ， 不过 现在 也 没到 最后 呢 不是 么 ？ [ 委屈 ]   总有一天 我能 回到 我 自己 的 轨道 ， 必须 的 。	sadness
103	想象 有 一家 银行 每天 早上 都 在 你 的 帐户 里 存入 ￥ 86 , 400 ， 可是 每天 的 帐户 余额 都 不能 结转 到 明天 ， 一到 结算 时间 ， 银行 就 会 把 你 当日 未用尽 的 款项 全数 删除 。 这种 情况 下 你 会 怎么 做 ？ 当然 ， 每天 不留 分文 地 全数 提领 是 最佳 选择 。 可 你 也许 不 知道 ， 其实 我们 每个 人 都 有 这样 的 一个 银行 ， 她 的 名字 是 「 时间 ( TIME ) 」 。	none
104	昨晚 看 的 2003 年 的 经典电影 《 火柴 男人 》 ， 除去 我 最 喜欢 的 尼古拉斯 凯奇 这个 演员 不说 ， 剧情 也 是 相当 NB ， 真正 的 高潮 在 电影 快 结尾 的 时候 ， 凯奇 去 前妻 家 找 女儿 ， 却 被 告知 根本 没有 孩子 。 看到 这里 ， 连 做 为 观众 的 我 ， 都 产生 了 一种 绝望 感 。 金钱 什么 的 ， 都 是 浮云 ， 唯有 亲情 最高 。	like
105	日柱 ,   在 命学 上 是 以 晚上 子时 开始 顺时针 到 亥时 ,   十二个 时辰 为 一天 ,   每 一个 时辰 占 两个 钟点 . 日 与 日 的 分界线 是 以子 时来 划分 的 ,   即 晚上 的 十一点 . 十一点 前 是 上 一日 的 亥时 ,   过 了 十一点 就是 次日 的 子 时 . 这 一点 请 特别 留意 , 而 不要 认为 午夜 十二点 是 一天 的 分界点 .	none
106	今天 见 了 Orchestrall 公司 的 CEO ， 有人 了解 这家 公司 吗 ？ 感觉 还 不错 ， 原来 没听说过 ， 不过 那 人 原来 是 GSK 的 SVP 。	surprise
107	中高层 管理者 最 不该 有 的 三种 习惯 ： 抱怨 、 滥用 权利 、 盲目服从 。 永远 不要 在 下属 面前 抱怨 你 的 公司 或 老板 ， 一百 项 激励 措施 都 挽回 不了 一句 抱怨 带来 的 消极影响 ； 珍惜 你 手中 的 权利 ， 好 队伍 是 带 出来 的 ， 不是 管 出来 的 ； 盲目服从 不 等于 出色 的 执行力 。 老板 宁可 在 事前 听 你 拒绝 的 理由 ， 也 不要 在 事后 得到 失败 的 噩耗 ；	none
108	想 起来 了 。 。 谁 知道 哪里 买 校服 哇 。 。 春秋季 校服 和 夏季 校服 。 。 上海市 统一 的 小学生 校服 。 。 就是 绿色 的 那种 。 夏天 是 蓝色 的 那种 。 。 TB 找 不到 啊 。	none
109	还有 不到 3 小时 就是 年三十 了 ， 羽竹 现在 这里 给 大家 拜个 早年 了 [ 拜年 ]   祝愿 大家 兔年 大吉 啊 [ 让 红包 飞 ]   今天 终于 鼓起勇气 ， 看 完 了 仙 三 的 最后 两集 ， 茂茂 的 善良 离去 、 景天 的 泣不成声 、 龙葵 的 以身 殉剑 、 萱 卿 的 忘情 之约 … 着实 的 让 我 的 心 又 痛 了 一次 ， 这是 继仙 一 之后 ， 心痛 的 最 厉害 的 一次 了 … [ 泪 ]	sadness
110	越来越 讨厌 晚上 只有 我 和 儿子 一起 吃饭 ！ 虽然 知道 老公 晚上 有 应酬 ， 但是 也好 希望 他 平时 能 陪 我们 吃 一顿 晚饭 ！ 而 不是 只有 周末 才能 有 如此 待遇 ！	disgust
111	去 了 菜市场 ， 买 了 平时 很少 买 的 肉 骨头 ， 按 医生 的话 说 其实 就是 一根 猪 股股 ， 一根 猪 肩胛骨 。 两样 带 一点 肉 40 元 。 鸡蛋 9 元 一 公斤 ， 16 个 刚好 10 元 。 最 划算 是 小白菜 ， 煮汤 吃 ， 这 一大 把 够 煮 两锅 的 才 1 元 钱 ！ 公交车 都 涨价 到 2 元 了 。 最 贵 居然 是 狗 市场 买 的 鸡肉 条 ， 一包 就 55 元 ！ 不如 菜市场 卖肉 喂 还 便宜 些 。	surprise
112	经常 注册 很多 网站 ， 邮件 里 就 一堆堆 的 垃圾邮件 ， 我 经常 干 的 事儿 就是 退定 各大 网站 的 邮件 。 网上 卖东西 和 消费 资讯 类 的 网站 1 周发 一封 邮件 就 已经 很 垃圾 了 ， 如果 天天 发 的话 ， 我 觉得 就是 找 抽型 的 。 还有 垃圾 短信 ， 在 商店 买 了 次 东西 留 了 手机号 ， 就 一天 一个 短信 ， 我 还 无法 退订 ， 恨死 这个 商店 ， 再也 不去 消费 了 。	disgust
113	人生如梦 ， 岁月 无情 。 蓦然回首 ， 才 发现 人 活着 是 一种 心情 。 穷 也好 ， 富 也好 ， 得 也好 ， 失 也好 。 一切都是 过眼云烟 。 想想 ， 不管 昨天 、 今天 、 明天 ， 能 豁然开朗 就是 美好 的 一天 。 不管 亲情 、 友情 、 爱情 ， 能 永远 珍惜 就是 好 心情 。	none
114	练习 英语听力 。 。 。 可是 全 英语 环境 怎么 可能 那么 容易 做到 ！ 你 当 我 是 在 欧美 么 。 。 。 [ 泪 ]   我 只能 说 我 爸妈 不会 英语 。 。 。	sadness
115	话 说 虽然 这 片子 被 打分 那么 低 ， 被 骂 那么 惨 … … 而且 又 是 晚 了 半年 才 在 这边 上映 … … 但是 由于 题材 对 胃 ， 还是 莫名 挺 喜欢 … … 最后 还 挺 感人 不是 么 嘤 嘤 嘤 嘤 QAQ	like
116	女人 为了 找到 心爱 的 男人 化妆 ， 喜欢 你 化妆 的 男人 怎么 可能 心爱 你 ， 所以 化妆 这 东西 就是 个 矛盾 ， 如果 你 敢 在 他 面前 素颜 撩 刘海 不 装 矜持 ， 但 他 只会 说 你好 傻 啊 ， 那么 你 找 对 了 。	none
117	在 解放碑 ， 做百貨 ， 能 真正 意義上 得到 重庆 潮人 ， 圈层 人士 的 支持 ， 就是 成功 。 / / @ congcong 的 空间 : 转发 微博 。	none
118	建宏 说完 米兰 这场 回家 看球 去 了 ， 他 告诉 我会 穿 上 拜仁 的 球衣 和 拖鞋 躺 在 床上 看 球 ， 我 觉得 球衣 可以 穿 ， 拖鞋 就 不必 了 [ 偷笑 ] ..... 还有 半个 小时 ， 你 起来 了 吗 ？ 准备 好了吗 ？ 你 的 球衣 穿 上 了 吗 ？ 足球 ， 总是 那么 让 人 期待 ...........	like
119	赞 ， 这 是 个 标准 推荐 ， 问问 你 身边 的 朋友 ， 他们 还 想 推荐 那儿 / / @ 田 海燕 : 偶们 想 去 云南 丽江 呀 ～ 喜欢 那里 清新 的 空气 淳朴 的 民风 ， 还有 蓝天 映衬 下 的 雪山 。 洗涤 心灵 ， 净化 思绪 的 圣洁 地方	like
120	我 等 了 好久 也 没 抽过 我 也 没 中 过奖 ， 所以 自己 买 了 一台 小白   已经 到手 了   晚上 见到 / / @ 刘阿奔 好运来 : 严重 期待 呦 ！	like
121	唔 ， 刚刚 在 看 科教 频道 的 赫哲人 的 鱼 皮衣 ， 随着 生活习惯 的 变化 赫哲人 的 日常生活 已经 不会 再 穿 上 鱼 皮衣 了 ， 技艺 也 差点 失传 ， 自然 美丽 的 鱼皮 纹路 色泽 ， 穿 上 鱼 皮衣 的 赫哲人 的 打鱼 捕捞 的 欢歌笑语 也 再 不会 有 。 TAT 总是 有点 伤怀 的 感觉 啊 。 一个 民族 最为 重要 的 服饰 和 文化 应该 不顾一切 的 保护 下来 。	none
122	当 你 打算 放弃 梦想 时 ， 告诉 自己 再多撑 一天 、 一个 星期 、 一个月 ， 再多撑 一年 吧 。 你 会 发现 ， 拒绝 退场 的 结果 令人 惊讶 。 - - - - 力克 . 胡哲	none
123	法拉利 创始人 1988 年 8 月 14 日 去世 ， 同年 10 月 15 日 厄 齐尔 出生 ， 真相 出现 了 。 原来 这个 世界 上 真的 有 轮回 转世 ， 牛 人 转世 了 换 了 个 领域 继续 牛 。	none
124	对 @ 齐鲁 商城   说 ： 礼物 收到 了 ！ 家里 原有 的 快 用 完 了 ， 还好 有 @ 齐鲁 商城   及时 快递 来 了 实用 的 好 礼物 ， 再次 感谢 了 ！	happiness
125	晚饭 我 给 妈 炒 的 菜 ， 两道 给力 菜 噢 ！ 妈 给 我 熬 的 八宝粥 ， 一 大锅 噢 ， 吃 的 撑 的 我 躺 在 床上 睁眼 暇 想 ： 有 一天 有个 巨大 的 衣柜 ， 堆满 了 心怡 的 美服 和 鞋子 … … 这念 想 是不是 特 庸俗 … 嘿嘿	happiness
126	为 很多 人怕 淘宝 出 问题 所以 有 需要 订 的 请 私信 我 联系 我 。 会 将 银行帐号 给 你 - 3 - 童叟无欺 多退少补	none
127	团队 的 力量 是 无比 强大 的 。 / / @ 汤耕车 田 : 一个 人 成功 很难 ， 真正 成功 一定 是 团队 ； 所以 有 凝聚力 的 团队 是 有 一个 领袖 的 明确 宏大 的 目标 和 无穷 魅力 所 吸引 ， 也 是 老板 的 格局 和 让 团队 一起 成长 一起 收获 才 会 让 团队 凝固 一根 绳 ， 来 实现 一个个 团队 目标 !	none
128	看 = 探索 与 发现 / / @ Resource 雷羽 ： 你 有 理由 不让 你 儿子 看 新闻联播 吗 ？ 求解 / / @ 张计卫 : 雷 总站 的 高 尿 的 远 啊 !	none
129	桔子 果冻 、 将 桔子 或 橙子 对半 切开 并 去 肉 后 ， 将 果冻 粉 + 开水 + 伏特加 + 果汁 一起 调制 后 倒 进 果皮 ， 然后 放进 冰箱 冷冻 四个 小时 之后 再 切片 ， 就是 这样 了 ！	none
130	我们 学校 大 一来 了 一个 长得 像 陈冠希 的 学弟 ， 去 参加 社团 面试 ， 学姐 问 ： 平时 爱好 是 什么 ？ 答 曰 ： 摄影 。 。 。 全场 静默 数秒 ...	surprise
131	她 是 房子 被 强拆 ， 在 强拆 之前 她 在 家里 被 有关 部门 从 背后 带上 手铐 当着 其 两个 孩子 的 面 整整 带 了 3 天 ！ 照片 上传 ！	none
132	车子 去 修 了 ， 好久没 乘 公交车 上班 了 ， 体验 了 一下 ， 上海 的 公交 很 畅通 ， 三元 钱 老 时间 到 公司 了 ， 看来 政府 是 做 了 一些 事情 的 。	like
133	早起 急急忙忙 驾车 上班 ， 陪 吕 教授 去 电视台 录 节目 ， 好像 叫做 《 食药 健康 在 身边 》 呵呵 ..... 大家 记得 周日 晚上 七点 一刻 收看 哦 ~ 秦皇岛 一套 ！ [ 鼓掌 ]	happiness
134	2011 年 1 月 11 日 ， 五个 一 相连 呀 ， 11 点 11 分 9 个 1 相连 的 时候 ， 我们 要 做点 什么 呢 ？ 我 决定 -   祝 大家 快乐 - 今年 教育部 将 启动 新一轮 教材 修订 ， 正在 请 专家 进行 整体 梳理 , 并 修订 。 我 此时 呼吁 - -   中小学 砍 一半 教材 ! 中小学 教育 要 赶快 慢下来 ! ! 我们 要 关注 教材 建设 、 关注 教材 建设 、 关注 教材 建设 啊 [ 抓狂 ]   [ 抓狂 ]	none
135	2010 年 真的 是 很 谢特 的 一年 ~ 感谢 所有 帮助 过 我 和 伤害 过 我 的 人 list 太长 不能 一一 @ 是 你们 帮助 我 成长   慢慢 看清 这个 世界 ~ anyway   新年快乐 ~ 明年 会 更好 ！	happiness
136	湖北省 利川市 反贪局 前 局长 冉 建新 疑 得罪 领导 ， 以 渎职 名义 受 扣查 ， 其间 离奇 死亡 ， 本 月初 引发 骚乱 。 在 舆论压力 下 当局 重审 案件 ， 日前 又 为 冉 举行 追悼会 ， 有   50 , 000 民众 参加 。 官方 悼词 不提 对 冉 的 指控 ， 反 讚 他 是 「 好 同志 」 。 有 律师 指 ，   50 , 000 人 捧场 未必 是 给 当局 面子 ， 而是 借 撑好 官对 贪官 盛行 的 时代 表达 不满 。	disgust
137	"其实 现代 很多 病是 多 因 的 ， 基因 只是 其中 一个 重要 因素 而已 。 不必 自己 吓 自己 。 比如 ， 人必 有 一死 ， 但 不必 每天 提醒 自己 "" 我 有 一天 会 死 的 "" 一样 。 / / @ 道培 医院 刘 红星 : 有 一个 可能 就是 ： 自己 被 吓死 。 每个 人 的 基因组 里面 都 会 有 一些 确定 的 和 不 确定 的 异常 ， 你 会 终日 担心 自己 会 患上 很多 不 治 病症 。 比如 假设 你 被 查到 有"	none
